nome,clube
Henrique de Medeiros Athayde,Associação Atlética Ponte Preta
Mariana Nascimento Domingues,Tênis Clube de Campinas
Thiago da Silva Trindade,Círculo Militar de Campinas
Pedro de Medeiros Lopes,Guarani Futebol Clube
Eduardo Mesquita Amaral,Associação Atlética Ponte Preta
Pedro de Almeida Mendes,Sociedade Hípica de Campinas
André Martins Lima,Associação Atlética Ponte Preta
Thiago Ferreira Camargo,Sociedade Hípica de Campinas
Sofia Alves Lopes,Sociedade Hípica de Campinas
Giovanna Cruz Rodrigues,Associação Atlética Ponte Preta
Eduardo Mesquita Pinto,Círculo Militar de Campinas
Rafael Ferreira Silva,Guarani Futebol Clube
Gabriel Vieira Camargo,Tênis Clube de Campinas
Guilherme Bellini Campos,Sociedade Hípica de Campinas
Pedro Franco Lopes,Associação Atlética Ponte Preta
Larissa Ponciano Pinto,Círculo Militar de Campinas
Miguel Vieira Amancio,Sociedade Hípica de Campinas
Livia Bellini Amancio,Associação Atlética Ponte Preta
Victor Queiroz Pinto,Guarani Futebol Clube
Guilherme Nascimento Barbosa,Guarani Futebol Clube
Henrique Nascimento Dias,Associação Atlética Ponte Preta
Sofia Mesquita dos Santos,Associação Atlética Ponte Preta
Miguel Martins Ribeiro,Sociedade Hípica de Campinas
Clara Bellini Campos,Guarani Futebol Clube
Erik de Oliveira da Costa,Círculo Militar de Campinas
Giovanna Gomes Domingues,Guarani Futebol Clube
Clara Amorim Castilho,Sociedade Hípica de Campinas
Sofia Gomes Ribeiro,Sociedade Hípica de Campinas
Victor Santana Machado,Sociedade Hípica de Campinas
Guilherme Mesquita Soares,Associação Atlética Ponte Preta
Pedro Paschoalino Mengue,Associação Atlética Ponte Preta
Maria Amorim Barbosa,Associação Atlética Ponte Preta
Daniel Matos Machado,Associação Atlética Ponte Preta
Clara Matos Castilho,Tênis Clube de Campinas
Giovanna da Silva Domingues,Guarani Futebol Clube
Henrique Alves Machado,Guarani Futebol Clube
Matheus Paschoalino Rodrigues,Tênis Clube de Campinas
Pedro Amorim Mendes,Círculo Militar de Campinas
Larissa Gomes Athayde,Círculo Militar de Campinas
Livia Gomes Ribeiro,Sociedade Hípica de Campinas
Livia Bellini Ribeiro,Guarani Futebol Clube
Felipe Amorim Mendonça,Tênis Clube de Campinas
Daniel Bellini Athayde,Tênis Clube de Campinas
Gabriel Santana Silva,Tênis Clube de Campinas
Victor Queiroz Trindade,Associação Atlética Ponte Preta
Yasmin Braz Amancio,Guarani Futebol Clube
Samuel Franco Trindade,Círculo Militar de Campinas
Vinícius Amorim Trindade,Guarani Futebol Clube
Henrique Gomes Pinto,Tênis Clube de Campinas
Mariana Gomes Amancio,Círculo Militar de Campinas
Beatriz da Silva Trindade,Sociedade Hípica de Campinas
Larissa Bellini Pinto,Tênis Clube de Campinas
Guilherme Matos Amaral,Tênis Clube de Campinas
Larissa Amorim Soares,Guarani Futebol Clube
Vinícius Matos Amancio,Guarani Futebol Clube
Guilherme Fernandes Machado,Círculo Militar de Campinas
Felipe Santana Athayde,Associação Atlética Ponte Preta
Daniel Paschoalino Amancio,Associação Atlética Ponte Preta
Maria Nascimento Mengue,Guarani Futebol Clube
Yasmin Bellini Dias,Guarani Futebol Clube
Beatriz Bellini Mendonça,Sociedade Hípica de Campinas
Thiago Matos Lopes,Círculo Militar de Campinas
Beatriz Paschoalino Dias,Associação Atlética Ponte Preta
João Gomes Araujo,Sociedade Hípica de Campinas
Samuel Bellini da Costa,Tênis Clube de Campinas
Thiago Ferreira Mendes,Associação Atlética Ponte Preta
Guilherme Paschoalino Pereira,Círculo Militar de Campinas
Beatriz Mesquita Soares,Associação Atlética Ponte Preta
Vinícius Cristine Silva,Círculo Militar de Campinas
Mariana Bellini da Costa,Tênis Clube de Campinas
Daniel Amorim Sanches,Círculo Militar de Campinas
Felipe Nascimento Campos,Associação Atlética Ponte Preta
Eduardo Franco Melo,Guarani Futebol Clube
Clara Gomes Amancio,Tênis Clube de Campinas
Yasmin Ferreira Dias,Sociedade Hípica de Campinas
Miguel de Medeiros Mendes,Círculo Militar de Campinas
Gabriel de Medeiros Soares,Círculo Militar de Campinas
Livia de Medeiros Domingues,Círculo Militar de Campinas
Larissa Amorim Amancio,Associação Atlética Ponte Preta
Henrique Cruz Araujo,Tênis Clube de Campinas
Guilherme Nascimento Pereira,Tênis Clube de Campinas
Livia Matos Pinto,Tênis Clube de Campinas
Vitória Queiroz Dias,Círculo Militar de Campinas
Mariana de Medeiros Amancio,Sociedade Hípica de Campinas
Vinícius Ponciano Pereira,Sociedade Hípica de Campinas
Larissa Ponciano dos Santos,Círculo Militar de Campinas
Miguel Cruz Domingues,Sociedade Hípica de Campinas
Felipe Ponciano Machado,Sociedade Hípica de Campinas
Pedro de Oliveira Barbosa,Círculo Militar de Campinas
Daniel Ponciano Soares,Associação Atlética Ponte Preta
Yasmin Vieira Soares,Círculo Militar de Campinas
Mariana Amorim Domingues,Associação Atlética Ponte Preta
Guilherme Martins Pinto,Associação Atlética Ponte Preta
Clara Mesquita Camargo,Tênis Clube de Campinas
Felipe Alves Campos,Associação Atlética Ponte Preta
Mariana Mesquita Athayde,Associação Atlética Ponte Preta
Daniel Nascimento Sanches,Guarani Futebol Clube
Clara Matos Barbosa,Círculo Militar de Campinas
Matheus Nascimento da Costa,Associação Atlética Ponte Preta
Clara Amorim Castilho,Associação Atlética Ponte Preta
Yasmin Cristine dos Santos,Tênis Clube de Campinas
Yasmin Martins Barbosa,Tênis Clube de Campinas
Felipe Martins Senzaki,Associação Atlética Ponte Preta
Gabriel Matos Mendonça,Associação Atlética Ponte Preta
Vinícius Nascimento Mendes,Sociedade Hípica de Campinas
Mariana Matos Castilho,Sociedade Hípica de Campinas
Vinícius Amorim Soares,Associação Atlética Ponte Preta
João Fernandes Senzaki,Associação Atlética Ponte Preta
Victor Martins Lopes,Guarani Futebol Clube
Erik Gomes Soares,Sociedade Hípica de Campinas
Vitória Bellini Ribeiro,Sociedade Hípica de Campinas
Mariana Alves Domingues,Tênis Clube de Campinas
Erik Ferreira Ribeiro,Associação Atlética Ponte Preta
Guilherme Queiroz Soares,Sociedade Hípica de Campinas
Felipe Martins Ribeiro,Sociedade Hípica de Campinas
Eduardo Martins Pereira,Sociedade Hípica de Campinas
Yasmin Ferreira Lima,Círculo Militar de Campinas
Samuel Gomes Mengue,Tênis Clube de Campinas
Victor Nascimento Sanches,Círculo Militar de Campinas
Pedro Cruz Castilho,Associação Atlética Ponte Preta
Felipe Cruz Mendes,Tênis Clube de Campinas
Eduardo Braz Amancio,Guarani Futebol Clube
Clara Braz Domingues,Círculo Militar de Campinas
Rafael Amorim Campos,Sociedade Hípica de Campinas
Victor Ponciano Barbosa,Círculo Militar de Campinas
Mariana Nascimento Pereira,Guarani Futebol Clube
João Franco Melo,Guarani Futebol Clube
Vitória de Oliveira Sanches,Associação Atlética Ponte Preta
Miguel de Medeiros Camargo,Sociedade Hípica de Campinas
Sofia Paschoalino Mengue,Guarani Futebol Clube
Giovanna Gomes Araujo,Tênis Clube de Campinas
Maria Martins Castilho,Tênis Clube de Campinas
Maria Santana Amaral,Círculo Militar de Campinas
Yasmin Queiroz dos Santos,Círculo Militar de Campinas
Guilherme Nascimento Mendes,Círculo Militar de Campinas
Mariana Nascimento Domingues,Círculo Militar de Campinas
Miguel Nascimento Mengue,Associação Atlética Ponte Preta
Samuel Braz Soares,Tênis Clube de Campinas
Eduardo Bellini Campos,Tênis Clube de Campinas
Matheus Cristine Domingues,Guarani Futebol Clube
Eduardo de Almeida Araujo,Guarani Futebol Clube
Rafael Cruz da Costa,Guarani Futebol Clube
Eduardo Mesquita Athayde,Tênis Clube de Campinas
Daniel Matos Barbosa,Círculo Militar de Campinas
Maria Braz da Costa,Associação Atlética Ponte Preta
Thiago Queiroz Camargo,Guarani Futebol Clube
Daniel Amorim Sanches,Círculo Militar de Campinas
Mariana Bellini Lima,Sociedade Hípica de Campinas
Victor Paschoalino Rodrigues,Sociedade Hípica de Campinas
Vinícius Santana Trindade,Associação Atlética Ponte Preta
Guilherme Alves Silva,Sociedade Hípica de Campinas
Miguel da Silva Machado,Sociedade Hípica de Campinas
Miguel da Silva Machado,Guarani Futebol Clube
Eduardo Matos dos Santos,Associação Atlética Ponte Preta
Beatriz Mesquita Sanches,Círculo Militar de Campinas
João Santana Castilho,Sociedade Hípica de Campinas
Guilherme Matos Senzaki,Sociedade Hípica de Campinas
Pedro de Oliveira Pinto,Sociedade Hípica de Campinas
Yasmin Santana Rodrigues,Associação Atlética Ponte Preta
Yasmin Martins Castilho,Tênis Clube de Campinas
Mariana Cruz Campos,Associação Atlética Ponte Preta
Matheus Franco Araujo,Tênis Clube de Campinas
Felipe Braz Amaral,Associação Atlética Ponte Preta
Miguel Queiroz Soares,Guarani Futebol Clube
Giovanna Queiroz Lima,Associação Atlética Ponte Preta
Victor Cruz Athayde,Associação Atlética Ponte Preta
Livia Martins Lima,Tênis Clube de Campinas
Mariana Bellini Castilho,Associação Atlética Ponte Preta
Matheus da Silva Campos,Guarani Futebol Clube
Livia Braz Castilho,Guarani Futebol Clube
Clara Queiroz Soares,Associação Atlética Ponte Preta
Guilherme Alves Domingues,Guarani Futebol Clube
Rafael Amorim Dias,Círculo Militar de Campinas
Guilherme Matos Camargo,Tênis Clube de Campinas
Eduardo Cristine Dias,Guarani Futebol Clube
Vinícius Matos dos Santos,Círculo Militar de Campinas
Matheus Ponciano Sanches,Círculo Militar de Campinas
Eduardo Ponciano Amaral,Associação Atlética Ponte Preta
Sofia Santana Dias,Tênis Clube de Campinas
Vinícius Franco Athayde,Círculo Militar de Campinas
Guilherme de Medeiros Soares,Sociedade Hípica de Campinas
Gabriel Gomes Campos,Associação Atlética Ponte Preta
André Amorim Amancio,Associação Atlética Ponte Preta
Samuel da Silva Pereira,Círculo Militar de Campinas
Gabriel Gomes Araujo,Sociedade Hípica de Campinas
Eduardo Fernandes Soares,Círculo Militar de Campinas
Maria Bellini dos Santos,Círculo Militar de Campinas
Sofia Braz Pereira,Círculo Militar de Campinas
Henrique Bellini Amancio,Círculo Militar de Campinas
Mariana Franco Mengue,Sociedade Hípica de Campinas
Vinícius de Almeida Araujo,Círculo Militar de Campinas
Pedro Cristine Pereira,Sociedade Hípica de Campinas
Miguel de Almeida Athayde,Sociedade Hípica de Campinas
Eduardo Ponciano Barbosa,Sociedade Hípica de Campinas
Clara Paschoalino Dias,Tênis Clube de Campinas
Victor Gomes Lima,Círculo Militar de Campinas
Larissa de Oliveira Camargo,Tênis Clube de Campinas
João Gomes Soares,Círculo Militar de Campinas
Sofia Franco Trindade,Guarani Futebol Clube
Mariana Gomes Pereira,Círculo Militar de Campinas
André Paschoalino Camargo,Associação Atlética Ponte Preta
Yasmin de Medeiros Dias,Tênis Clube de Campinas
Yasmin Martins Senzaki,Associação Atlética Ponte Preta
Guilherme de Almeida Ribeiro,Tênis Clube de Campinas
Gabriel Paschoalino Mengue,Sociedade Hípica de Campinas
Felipe Franco Domingues,Círculo Militar de Campinas
João Martins dos Santos,Guarani Futebol Clube
Daniel Vieira Rodrigues,Círculo Militar de Campinas
Matheus Amorim Amancio,Círculo Militar de Campinas
Miguel de Medeiros Athayde,Círculo Militar de Campinas
Felipe Gomes Machado,Guarani Futebol Clube
Guilherme Alves Mengue,Sociedade Hípica de Campinas
Vitória Ferreira Araujo,Círculo Militar de Campinas
Vitória Gomes Melo,Círculo Militar de Campinas
Vinícius Nascimento Senzaki,Sociedade Hípica de Campinas
Eduardo Cruz da Costa,Associação Atlética Ponte Preta
Rafael Mesquita Pereira,Sociedade Hípica de Campinas
Daniel Vieira Mendes,Guarani Futebol Clube
Matheus Alves dos Santos,Guarani Futebol Clube
Rafael de Almeida da Costa,Sociedade Hípica de Campinas
Miguel Braz Rodrigues,Guarani Futebol Clube
Guilherme Bellini Athayde,Círculo Militar de Campinas
Rafael de Medeiros Mendonça,Círculo Militar de Campinas
Henrique Martins Machado,Círculo Militar de Campinas
Maria de Medeiros dos Santos,Associação Atlética Ponte Preta
Larissa de Almeida Amaral,Sociedade Hípica de Campinas
Erik Gomes Soares,Guarani Futebol Clube
Pedro Bellini Pinto,Tênis Clube de Campinas
Mariana de Medeiros da Costa,Sociedade Hípica de Campinas
Matheus Franco Araujo,Associação Atlética Ponte Preta
Felipe Nascimento Dias,Guarani Futebol Clube
Henrique Alves Rodrigues,Guarani Futebol Clube
Beatriz Vieira Lima,Tênis Clube de Campinas
André Braz da Costa,Guarani Futebol Clube
Sofia Gomes Mengue,Associação Atlética Ponte Preta
Livia Ferreira Pereira,Círculo Militar de Campinas
Guilherme de Almeida Sanches,Tênis Clube de Campinas
Thiago Braz da Costa,Guarani Futebol Clube
Victor Amorim Lima,Círculo Militar de Campinas
Sofia Matos Mendes,Associação Atlética Ponte Preta
André Queiroz Mengue,Associação Atlética Ponte Preta
Guilherme Cristine Pinto,Guarani Futebol Clube
Vinícius Matos Araujo,Associação Atlética Ponte Preta
João Mesquita Camargo,Tênis Clube de Campinas
Vinícius Cruz Barbosa,Sociedade Hípica de Campinas
Pedro Paschoalino Barbosa,Círculo Militar de Campinas
Erik Paschoalino Melo,Sociedade Hípica de Campinas
Sofia Mesquita Lopes,Sociedade Hípica de Campinas
André Cristine Campos,Tênis Clube de Campinas
Clara Amorim Barbosa,Tênis Clube de Campinas
Vinícius Fernandes Machado,Associação Atlética Ponte Preta
Matheus de Oliveira Rodrigues,Associação Atlética Ponte Preta
Miguel Martins Lopes,Associação Atlética Ponte Preta
Guilherme de Oliveira Amancio,Associação Atlética Ponte Preta
Eduardo Mesquita Mendonça,Tênis Clube de Campinas
Henrique Vieira Athayde,Sociedade Hípica de Campinas
André Nascimento Pinto,Associação Atlética Ponte Preta
André de Oliveira Castilho,Associação Atlética Ponte Preta
Vitória Braz da Costa,Guarani Futebol Clube
Felipe Mesquita Melo,Tênis Clube de Campinas
Matheus de Medeiros Lima,Sociedade Hípica de Campinas
Eduardo Matos Melo,Círculo Militar de Campinas
Matheus Cruz Amancio,Círculo Militar de Campinas
Erik Cristine Trindade,Tênis Clube de Campinas
Rafael de Medeiros Sanches,Associação Atlética Ponte Preta
Mariana Cruz Amancio,Sociedade Hípica de Campinas
Thiago Matos Machado,Associação Atlética Ponte Preta
Samuel Cristine Dias,Tênis Clube de Campinas
Giovanna Ferreira Domingues,Sociedade Hípica de Campinas
Daniel Cruz Soares,Sociedade Hípica de Campinas
Miguel Franco Mengue,Tênis Clube de Campinas
Guilherme Ponciano Mendonça,Tênis Clube de Campinas
Erik Cristine Camargo,Associação Atlética Ponte Preta
Eduardo Paschoalino Castilho,Tênis Clube de Campinas
Pedro Franco Domingues,Guarani Futebol Clube
Henrique Ferreira Silva,Sociedade Hípica de Campinas
Beatriz Queiroz Machado,Associação Atlética Ponte Preta
Vitória Alves Araujo,Guarani Futebol Clube
Felipe Vieira Araujo,Círculo Militar de Campinas
Gabriel Santana Pinto,Guarani Futebol Clube
Samuel Ponciano Melo,Sociedade Hípica de Campinas
Victor Franco Athayde,Círculo Militar de Campinas
Matheus Santana Lima,Círculo Militar de Campinas
Eduardo Martins Amancio,Sociedade Hípica de Campinas
Vitória Matos Rodrigues,Associação Atlética Ponte Preta
Sofia Cruz Amaral,Associação Atlética Ponte Preta
Giovanna Gomes Machado,Tênis Clube de Campinas
Vitória Amorim Machado,Sociedade Hípica de Campinas
Henrique Alves Dias,Sociedade Hípica de Campinas
Mariana Mesquita Pinto,Tênis Clube de Campinas
Gabriel Cruz Machado,Círculo Militar de Campinas
Giovanna Gomes Silva,Sociedade Hípica de Campinas
Larissa Gomes Athayde,Sociedade Hípica de Campinas
Yasmin Ponciano Ribeiro,Guarani Futebol Clube
Mariana Vieira Araujo,Sociedade Hípica de Campinas
Yasmin Ponciano Barbosa,Círculo Militar de Campinas
Victor Ponciano Barbosa,Guarani Futebol Clube
Pedro de Medeiros Camargo,Sociedade Hípica de Campinas
Felipe de Almeida Mendes,Círculo Militar de Campinas
André de Almeida Araujo,Sociedade Hípica de Campinas
Yasmin Cristine Mendonça,Círculo Militar de Campinas
Henrique Matos Athayde,Tênis Clube de Campinas
André Vieira Sanches,Círculo Militar de Campinas
Mariana Braz Lopes,Círculo Militar de Campinas
Miguel Mesquita Dias,Guarani Futebol Clube
Larissa Fernandes Senzaki,Guarani Futebol Clube
Sofia Franco Trindade,Associação Atlética Ponte Preta
Vinícius Ponciano Amaral,Associação Atlética Ponte Preta
Rafael de Oliveira Lima,Círculo Militar de Campinas
Matheus Gomes Amancio,Tênis Clube de Campinas
Victor Santana Soares,Tênis Clube de Campinas
Vinícius de Medeiros dos Santos,Associação Atlética Ponte Preta
Beatriz Ferreira Campos,Círculo Militar de Campinas
Henrique Franco Silva,Tênis Clube de Campinas
Thiago Franco Mengue,Sociedade Hípica de Campinas
Daniel Cristine Dias,Guarani Futebol Clube
Daniel Braz Ribeiro,Tênis Clube de Campinas
Felipe Franco Silva,Círculo Militar de Campinas
Rafael Ferreira Athayde,Tênis Clube de Campinas
Victor Ponciano Camargo,Tênis Clube de Campinas
Sofia Amorim Campos,Guarani Futebol Clube
Clara Santana Amaral,Guarani Futebol Clube
Samuel Matos Ribeiro,Associação Atlética Ponte Preta
Clara Martins Castilho,Associação Atlética Ponte Preta
Miguel Queiroz Ribeiro,Círculo Militar de Campinas
Thiago Gomes Castilho,Tênis Clube de Campinas
Yasmin Fernandes Dias,Sociedade Hípica de Campinas
Erik de Almeida Mendonça,Associação Atlética Ponte Preta
Eduardo Martins dos Santos,Guarani Futebol Clube
João Ponciano Camargo,Associação Atlética Ponte Preta
Sofia de Medeiros Dias,Associação Atlética Ponte Preta
Erik de Almeida Sanches,Associação Atlética Ponte Preta
Rafael Alves Senzaki,Sociedade Hípica de Campinas
Eduardo Cristine Mendonça,Guarani Futebol Clube
Daniel Gomes Mendonça,Associação Atlética Ponte Preta
João Gomes Pinto,Círculo Militar de Campinas
Mariana Amorim da Costa,Guarani Futebol Clube
Vitória Santana dos Santos,Guarani Futebol Clube
Sofia Nascimento dos Santos,Associação Atlética Ponte Preta
Thiago Bellini Dias,Sociedade Hípica de Campinas
Victor Ponciano Athayde,Sociedade Hípica de Campinas
Vitória Nascimento Sanches,Associação Atlética Ponte Preta
Pedro Ponciano Castilho,Guarani Futebol Clube
Livia Nascimento Amancio,Tênis Clube de Campinas
Guilherme Fernandes Pereira,Associação Atlética Ponte Preta
Maria de Almeida Soares,Tênis Clube de Campinas
