id,nome,altura,endereco
4676,Mariana Ponciano Ribeiro,158,"Rua Doutor Delfino Cintra, 80 - Vila Itapura"
4677,Daniel Alves Amaral,170,"Avenida Francisco Glicério, 1337 - Centro"
4678,Mariana da Silva Lopes,173,"Rua Paula Bueno, 169 - Taquaral"
4679,Rafael Ponciano Mengue,183,"Avenida Brasil, 1753 - Guanabara"
4680,Erik Mesquita Araujo,171,"Avenida Brasil, 421 - Guanabara"
4681,Felipe Alves Campos,152,"Rua Paula Bueno, 682 - Taquaral"
4682,Miguel Santana Machado,161,"Rua Doutor Delfino Cintra, 405 - Vila Itapura"
4683,Gabriel Ferreira Soares,177,"Rua Barão de Itapura, 690 - Guanabara"
4684,Henrique Franco Barbosa,179,"Avenida Albino José Barbosa de Oliveira, 1742 - Barão Geraldo"
4685,Vitória Matos Soares,175,"Avenida Albino José Barbosa de Oliveira, 2956 - Barão Geraldo"
4686,Miguel Cruz Camargo,197,"Rua Paula Bueno, 406 - Taquaral"
4687,Yasmin Matos Pereira,170,"Avenida Alberto Sarmento, 275 - Castelo"
4688,Maria Queiroz Castilho,177,"Avenida Heitor Penteado, 1520 - Taquaral"
4689,Yasmin da Silva da Costa,175,"Avenida Heitor Penteado, 295 - Taquaral"
4690,Pedro de Almeida Amaral,182,"Avenida Brasil, 718 - Guanabara"
4691,Felipe Mesquita Rodrigues,170,"Avenida Alberto Sarmento, 283 - Castelo"
4692,Yasmin Vieira Soares,184,"Avenida Francisco Glicério, 527 - Centro"
4693,Pedro Cruz Mendonça,201,"Avenida Francisco Glicério, 39 - Centro"
4694,Felipe de Almeida Amaral,183,"Avenida Andrade Neves, 2566 - Castelo"
4695,Pedro Cristine da Costa,190,"Rua Maria Monteiro, 782 - Cambuí"
4696,Maria Alves Camargo,200,"Avenida Alberto Sarmento, 194 - Castelo"
4697,Gabriel de Oliveira Mendes,196,"Avenida Brasil, 1711 - Guanabara"
4698,Beatriz Paschoalino Campos,167,"Rua Paula Bueno, 427 - Taquaral"
4699,Giovanna da Silva Soares,160,"Avenida Anchieta, 363 - Centro"
4700,Erik de Almeida Sanches,172,"Rua Sampaio Ferraz, 179 - Cambuí"
4701,Samuel de Medeiros da Costa,197,"Rua Doutor Delfino Cintra, 423 - Vila Itapura"
4702,Clara Braz Domingues,171,"Avenida Brasil, 1877 - Guanabara"
4703,Daniel Franco Trindade,166,"Avenida Francisco Glicério, 1443 - Centro"
4704,Daniel Gomes Trindade,154,"Avenida Albino José Barbosa de Oliveira, 1324 - Barão Geraldo"
4705,Pedro Bellini Pinto,193,"Rua Paula Bueno, 644 - Taquaral"
4706,Thiago da Silva Lima,160,"Avenida Albino José Barbosa de Oliveira, 1562 - Barão Geraldo"
4707,Beatriz Gomes Melo,179,"Avenida Francisco Glicério, 1342 - Centro"
4708,Eduardo Matos Barbosa,164,"Avenida Francisco Glicério, 2102 - Centro"
4709,Samuel Franco Soares,176,"Rua Doutor Delfino Cintra, 401 - Vila Itapura"
4710,Daniel Matos Athayde,184,"Avenida Alberto Sarmento, 219 - Castelo"
4711,Miguel Fernandes Sanches,182,"Avenida Albino José Barbosa de Oliveira, 2260 - Barão Geraldo"
4712,Larissa Cristine Senzaki,169,"Rua Marechal Deodoro, 1571 - Vila Itapura"
4713,Thiago Franco Amaral,165,"Avenida Albino José Barbosa de Oliveira, 2653 - Barão Geraldo"
4714,Thiago Cristine Sanches,183,"Avenida Albino José Barbosa de Oliveira, 269 - Barão Geraldo"
4715,Sofia de Medeiros Machado,151,"Avenida Albino José Barbosa de Oliveira, 822 - Barão Geraldo"
4716,Daniel de Almeida Castilho,184,"Avenida Albino José Barbosa de Oliveira, 2322 - Barão Geraldo"
4717,Daniel de Oliveira Campos,189,"Avenida Alberto Sarmento, 69 - Castelo"
4718,Erik Mesquita Rodrigues,177,"Avenida Heitor Penteado, 716 - Taquaral"
4719,Miguel Martins Ribeiro,196,"Avenida Francisco Glicério, 1697 - Centro"
4720,Yasmin Cristine Silva,188,"Avenida Francisco Glicério, 1759 - Centro"
4721,Mariana da Silva Pinto,155,"Rua Doutor Delfino Cintra, 683 - Vila Itapura"
4722,Vitória Cruz Senzaki,158,"Rua Marechal Deodoro, 1411 - Vila Itapura"
4723,Felipe Fernandes Domingues,169,"Avenida Heitor Penteado, 2275 - Taquaral"
4724,Larissa Paschoalino Trindade,150,"Avenida Brasil, 978 - Guanabara"
4725,Vitória Alves Pinto,157,"Avenida Anchieta, 678 - Centro"
4726,Guilherme Martins Mendonça,204,"Avenida Heitor Penteado, 2375 - Taquaral"
4727,Clara Bellini Campos,172,"Rua Marechal Deodoro, 755 - Vila Itapura"
4728,Rafael Ponciano Campos,152,"Rua Barão de Itapura, 1192 - Guanabara"
4729,Mariana Queiroz Trindade,153,"Avenida Albino José Barbosa de Oliveira, 2013 - Barão Geraldo"
4730,Eduardo Martins Domingues,174,"Avenida Andrade Neves, 2029 - Castelo"
4731,Thiago Santana Silva,196,"Avenida Francisco Glicério, 1620 - Centro"
4732,Thiago Ponciano Domingues,187,"Avenida Heitor Penteado, 90 - Taquaral"
4733,Maria Fernandes Barbosa,164,"Rua Barão de Itapura, 1169 - Guanabara"
4734,Samuel Queiroz Campos,170,"Rua Doutor Delfino Cintra, 601 - Vila Itapura"
4735,André Fernandes Silva,184,"Rua Doutor Delfino Cintra, 635 - Vila Itapura"
4736,Larissa Paschoalino Rodrigues,202,"Avenida Alberto Sarmento, 379 - Castelo"
4737,Thiago Martins Amancio,202,"Avenida Albino José Barbosa de Oliveira, 21 - Barão Geraldo"
4738,Clara Braz Pinto,195,"Avenida Francisco Glicério, 1812 - Centro"
4739,Livia de Almeida Domingues,201,"Rua Maria Monteiro, 123 - Cambuí"
4740,Beatriz Nascimento Lima,163,"Avenida Heitor Penteado, 2740 - Taquaral"
4741,Beatriz Queiroz Castilho,185,"Rua Barão de Itapura, 2258 - Guanabara"
4742,Eduardo Ferreira Athayde,161,"Avenida Albino José Barbosa de Oliveira, 887 - Barão Geraldo"
4743,Mariana Matos da Costa,166,"Avenida Albino José Barbosa de Oliveira, 576 - Barão Geraldo"
4744,Matheus Martins Camargo,188,"Avenida Brasil, 545 - Guanabara"
4745,Maria Nascimento Soares,158,"Avenida Francisco Glicério, 413 - Centro"
4746,Rafael Gomes Barbosa,184,"Avenida Anchieta, 416 - Centro"
4747,Guilherme Braz Campos,162,"Avenida Alberto Sarmento, 1132 - Castelo"
4748,André Bellini Machado,164,"Avenida Francisco Glicério, 164 - Centro"
4749,Vinícius Cruz Rodrigues,167,"Rua Coronel Quirino, 1658 - Cambuí"
4750,Livia Fernandes Castilho,200,"Rua Barão de Itapura, 2584 - Guanabara"
4751,Felipe Gomes Amaral,182,"Rua Doutor Delfino Cintra, 541 - Vila Itapura"
4752,Thiago Franco Castilho,155,"Rua Barão de Itapura, 1530 - Guanabara"
4753,Miguel Matos Campos,176,"Avenida Alberto Sarmento, 772 - Castelo"
4754,Thiago Amorim Pereira,172,"Avenida Andrade Neves, 766 - Castelo"
4755,Larissa de Oliveira Camargo,176,"Avenida Anchieta, 956 - Centro"
4756,Clara de Medeiros Mendes,183,"Rua Maria Monteiro, 423 - Cambuí"
4757,Henrique Nascimento Araujo,195,"Rua Coronel Quirino, 718 - Cambuí"
4758,Yasmin Cruz Machado,187,"Avenida Anchieta, 670 - Centro"
4759,Sofia Mesquita dos Santos,163,"Rua Sampaio Ferraz, 597 - Cambuí"
4760,Clara Martins Mendes,185,"Avenida Heitor Penteado, 1895 - Taquaral"
4761,Guilherme Martins Pinto,202,"Rua Coronel Quirino, 1810 - Cambuí"
4762,Larissa Amorim Mendonça,157,"Rua Marechal Deodoro, 530 - Vila Itapura"
4763,André Paschoalino da Costa,184,"Rua Marechal Deodoro, 146 - Vila Itapura"
4764,Sofia Ferreira Melo,168,"Rua Marechal Deodoro, 1416 - Vila Itapura"
4765,Gabriel Mesquita Araujo,179,"Avenida Brasil, 1436 - Guanabara"
4766,Maria Martins Senzaki,163,"Avenida Alberto Sarmento, 199 - Castelo"
4767,Yasmin de Medeiros Sanches,169,"Avenida Heitor Penteado, 1967 - Taquaral"
4768,João Bellini Castilho,198,"Avenida Heitor Penteado, 242 - Taquaral"
4769,Samuel da Silva Senzaki,174,"Avenida Brasil, 30 - Guanabara"
4770,Beatriz Amorim Senzaki,189,"Rua Barão de Itapura, 2025 - Guanabara"
4771,Miguel Mesquita Dias,173,"Rua Maria Monteiro, 1416 - Cambuí"
4772,Yasmin Paschoalino Lopes,163,"Rua Barão de Itapura, 480 - Guanabara"
4773,Henrique Santana da Costa,175,"Avenida Brasil, 604 - Guanabara"
4774,Yasmin Ferreira Dias,187,"Avenida Albino José Barbosa de Oliveira, 2603 - Barão Geraldo"
4775,Rafael Amorim Soares,172,"Avenida Francisco Glicério, 483 - Centro"
4776,Sofia Franco Trindade,171,"Avenida Francisco Glicério, 493 - Centro"
4777,João Mesquita Camargo,197,"Rua Doutor Delfino Cintra, 429 - Vila Itapura"
4778,Matheus Matos Dias,168,"Avenida Albino José Barbosa de Oliveira, 229 - Barão Geraldo"
4779,Matheus Cruz Rodrigues,195,"Rua Sampaio Ferraz, 699 - Cambuí"
4780,Livia Martins Araujo,200,"Rua Maria Monteiro, 240 - Cambuí"
4781,Gabriel Cristine Pinto,152,"Avenida Albino José Barbosa de Oliveira, 438 - Barão Geraldo"
4782,Samuel Ferreira dos Santos,191,"Avenida Francisco Glicério, 181 - Centro"
4783,Vitória da Silva Lopes,168,"Rua Sampaio Ferraz, 42 - Cambuí"
4784,Daniel Cruz Rodrigues,158,"Avenida Albino José Barbosa de Oliveira, 2971 - Barão Geraldo"
4785,Maria Ponciano Amancio,177,"Rua Paula Bueno, 609 - Taquaral"
4786,Clara de Medeiros Domingues,169,"Avenida Francisco Glicério, 161 - Centro"
4787,Eduardo Alves dos Santos,194,"Avenida Heitor Penteado, 1777 - Taquaral"
4788,Miguel Vieira Campos,156,"Avenida Albino José Barbosa de Oliveira, 863 - Barão Geraldo"
4789,Matheus Martins Pereira,163,"Avenida Brasil, 742 - Guanabara"
4790,Victor Gomes Machado,158,"Avenida Albino José Barbosa de Oliveira, 3191 - Barão Geraldo"
4791,Larissa Nascimento Barbosa,204,"Avenida Brasil, 622 - Guanabara"
4792,Giovanna Ferreira Ribeiro,168,"Rua Doutor Delfino Cintra, 190 - Vila Itapura"
4793,Mariana Ponciano Lopes,196,"Rua Maria Monteiro, 592 - Cambuí"
4794,Rafael Alves Araujo,201,"Rua Sampaio Ferraz, 414 - Cambuí"
4795,Maria de Almeida Silva,163,"Avenida Alberto Sarmento, 700 - Castelo"
4796,Samuel Cruz Ribeiro,187,"Rua Marechal Deodoro, 1280 - Vila Itapura"
4797,Rafael Fernandes Silva,202,"Avenida Andrade Neves, 561 - Castelo"
4798,Rafael Martins Barbosa,185,"Avenida Anchieta, 394 - Centro"
4799,Samuel Cristine Rodrigues,189,"Avenida Francisco Glicério, 2432 - Centro"
4800,Felipe Fernandes Ribeiro,166,"Avenida Anchieta, 1000 - Centro"
4801,Beatriz de Almeida Mendes,179,"Rua Paula Bueno, 235 - Taquaral"
4802,João Cristine Amaral,158,"Rua Marechal Deodoro, 1749 - Vila Itapura"
4803,Maria Cristine Senzaki,182,"Avenida Anchieta, 141 - Centro"
4804,João Ferreira Camargo,201,"Rua Doutor Delfino Cintra, 853 - Vila Itapura"
4805,Beatriz Martins Silva,174,"Rua Maria Monteiro, 478 - Cambuí"
4806,Daniel da Silva Camargo,163,"Avenida Albino José Barbosa de Oliveira, 591 - Barão Geraldo"
4807,João Mesquita Camargo,160,"Avenida Heitor Penteado, 1746 - Taquaral"
4808,Pedro Paschoalino da Costa,202,"Rua Paula Bueno, 850 - Taquaral"
4809,Eduardo Cruz da Costa,184,"Avenida Albino José Barbosa de Oliveira, 3133 - Barão Geraldo"
4810,Victor Ponciano Athayde,190,"Avenida Francisco Glicério, 120 - Centro"
4811,Guilherme Mesquita dos Santos,163,"Avenida Heitor Penteado, 649 - Taquaral"
4812,Erik Alves Mengue,179,"Rua Maria Monteiro, 996 - Cambuí"
4813,Daniel Gomes Campos,190,"Rua Coronel Quirino, 352 - Cambuí"
4814,Clara de Medeiros Domingues,153,"Avenida Heitor Penteado, 1973 - Taquaral"
4815,Pedro Ferreira Camargo,153,"Avenida Anchieta, 294 - Centro"
4816,Victor Fernandes Pinto,177,"Rua Maria Monteiro, 1236 - Cambuí"
4817,Thiago Nascimento Ribeiro,157,"Avenida Brasil, 1824 - Guanabara"
4818,Vitória Franco Silva,151,"Avenida Alberto Sarmento, 893 - Castelo"
4819,Larissa Cruz Machado,190,"Avenida Albino José Barbosa de Oliveira, 1698 - Barão Geraldo"
4820,Mariana Fernandes Lima,195,"Avenida Francisco Glicério, 528 - Centro"
4821,Miguel Queiroz Lopes,171,"Rua Doutor Delfino Cintra, 553 - Vila Itapura"
4822,Eduardo Braz Amancio,190,"Avenida Alberto Sarmento, 711 - Castelo"
4823,Thiago Franco Soares,204,"Rua Paula Bueno, 424 - Taquaral"
4824,Vinícius Ponciano Pereira,165,"Rua Marechal Deodoro, 554 - Vila Itapura"
4825,Gabriel Nascimento Pinto,178,"Avenida Andrade Neves, 142 - Castelo"
4826,Sofia de Medeiros Soares,198,"Avenida Francisco Glicério, 520 - Centro"
4827,Miguel Bellini Castilho,197,"Rua Sampaio Ferraz, 381 - Cambuí"
4828,Clara de Almeida Rodrigues,179,"Avenida Albino José Barbosa de Oliveira, 2321 - Barão Geraldo"
4829,André Ferreira Castilho,161,"Rua Doutor Delfino Cintra, 387 - Vila Itapura"
4830,Thiago Matos Camargo,184,"Avenida Albino José Barbosa de Oliveira, 2561 - Barão Geraldo"
4831,Sofia Amorim Senzaki,160,"Rua Coronel Quirino, 1006 - Cambuí"
4832,Mariana Gomes Amancio,195,"Rua Barão de Itapura, 1623 - Guanabara"
4833,Felipe Franco Mendes,199,"Rua Paula Bueno, 453 - Taquaral"
4834,Victor de Medeiros Dias,170,"Avenida Anchieta, 501 - Centro"
4835,Samuel de Oliveira Lima,170,"Rua Marechal Deodoro, 380 - Vila Itapura"
4836,Pedro Martins Mengue,154,"Rua Doutor Delfino Cintra, 482 - Vila Itapura"
4837,Daniel Queiroz Mendes,197,"Avenida Albino José Barbosa de Oliveira, 462 - Barão Geraldo"
4838,Erik Paschoalino Melo,169,"Rua Sampaio Ferraz, 70 - Cambuí"
4839,Thiago de Oliveira Trindade,186,"Rua Marechal Deodoro, 1732 - Vila Itapura"
4840,Vitória Matos Sanches,152,"Rua Marechal Deodoro, 179 - Vila Itapura"
4841,Victor Fernandes Amancio,193,"Avenida Francisco Glicério, 1699 - Centro"
4842,Thiago Gomes Amaral,182,"Avenida Brasil, 421 - Guanabara"
4843,Henrique Nascimento Dias,202,"Avenida Albino José Barbosa de Oliveira, 1141 - Barão Geraldo"
4844,Beatriz Alves Barbosa,158,"Rua Marechal Deodoro, 1101 - Vila Itapura"
4845,André Braz Domingues,158,"Avenida Anchieta, 538 - Centro"
4846,Erik Ponciano Mengue,153,"Rua Sampaio Ferraz, 23 - Cambuí"
4847,Samuel Braz Pereira,184,"Avenida Brasil, 1510 - Guanabara"
4848,Giovanna Vieira Senzaki,166,"Avenida Albino José Barbosa de Oliveira, 616 - Barão Geraldo"
4849,Daniel Gomes Mendonça,183,"Avenida Brasil, 453 - Guanabara"
4850,Guilherme Cruz Mendonça,173,"Avenida Heitor Penteado, 1908 - Taquaral"
4851,Giovanna Vieira Silva,181,"Rua Maria Monteiro, 1051 - Cambuí"
4852,Guilherme Ponciano Soares,150,"Rua Coronel Quirino, 1027 - Cambuí"
4853,Erik de Medeiros Amaral,157,"Rua Maria Monteiro, 120 - Cambuí"
4854,Henrique de Almeida Mengue,194,"Avenida Albino José Barbosa de Oliveira, 1370 - Barão Geraldo"
4855,Rafael de Medeiros Camargo,172,"Rua Maria Monteiro, 599 - Cambuí"
4856,Livia Cristine Pinto,196,"Rua Paula Bueno, 1107 - Taquaral"
4857,Eduardo Ponciano Pinto,189,"Avenida Heitor Penteado, 1650 - Taquaral"
4858,Giovanna Nascimento Sanches,161,"Avenida Francisco Glicério, 815 - Centro"
4859,Daniel de Medeiros dos Santos,203,"Rua Maria Monteiro, 1167 - Cambuí"
4860,Gabriel Franco Dias,161,"Avenida Albino José Barbosa de Oliveira, 1439 - Barão Geraldo"
4861,Gabriel Alves Machado,195,"Rua Barão de Itapura, 1930 - Guanabara"
4862,Larissa Martins Pereira,196,"Avenida Albino José Barbosa de Oliveira, 2451 - Barão Geraldo"
4863,Daniel Bellini Athayde,164,"Rua Paula Bueno, 160 - Taquaral"
4864,Henrique Fernandes Mendes,190,"Avenida Francisco Glicério, 2308 - Centro"
4865,Maria Vieira Ribeiro,168,"Rua Coronel Quirino, 507 - Cambuí"
4866,André Ponciano Castilho,175,"Avenida Alberto Sarmento, 834 - Castelo"
4867,Gabriel Paschoalino Melo,201,"Avenida Anchieta, 954 - Centro"
4868,Sofia Ferreira Soares,178,"Rua Paula Bueno, 906 - Taquaral"
4869,Daniel Santana Lima,171,"Avenida Albino José Barbosa de Oliveira, 333 - Barão Geraldo"
4870,Sofia Amorim da Costa,189,"Avenida Heitor Penteado, 2158 - Taquaral"
4871,Eduardo Mesquita Dias,170,"Avenida Francisco Glicério, 1955 - Centro"
4872,Maria Fernandes Amancio,200,"Rua Maria Monteiro, 127 - Cambuí"
4873,Mariana Martins dos Santos,187,"Rua Paula Bueno, 949 - Taquaral"
4874,Thiago Cruz Campos,169,"Avenida Albino José Barbosa de Oliveira, 1282 - Barão Geraldo"
4875,Sofia de Almeida da Costa,178,"Avenida Heitor Penteado, 287 - Taquaral"
4876,Gabriel Gomes Domingues,200,"Rua Marechal Deodoro, 203 - Vila Itapura"
4877,Sofia Fernandes Athayde,153,"Avenida Albino José Barbosa de Oliveira, 2740 - Barão Geraldo"
4878,André Fernandes Sanches,204,"Avenida Albino José Barbosa de Oliveira, 1043 - Barão Geraldo"
4879,Vinícius Mesquita Castilho,156,"Rua Maria Monteiro, 1543 - Cambuí"
4880,Erik Paschoalino Athayde,177,"Avenida Andrade Neves, 2408 - Castelo"
4881,Pedro Bellini Amaral,177,"Avenida Francisco Glicério, 2315 - Centro"
4882,Giovanna Queiroz Pereira,153,"Rua Doutor Delfino Cintra, 597 - Vila Itapura"
4883,João Amorim dos Santos,171,"Rua Coronel Quirino, 610 - Cambuí"
4884,Victor Martins Camargo,161,"Avenida Alberto Sarmento, 658 - Castelo"
4885,Beatriz de Almeida Araujo,194,"Rua Marechal Deodoro, 186 - Vila Itapura"
4886,Sofia Ferreira Amancio,152,"Avenida Heitor Penteado, 2425 - Taquaral"
4887,Guilherme Vieira Pereira,171,"Rua Paula Bueno, 908 - Taquaral"
4888,Rafael Cristine Sanches,193,"Rua Doutor Delfino Cintra, 664 - Vila Itapura"
4889,Eduardo Gomes Melo,151,"Avenida Francisco Glicério, 823 - Centro"
4890,Maria de Oliveira Amaral,173,"Avenida Albino José Barbosa de Oliveira, 2816 - Barão Geraldo"
4891,Samuel Braz Soares,183,"Rua Coronel Quirino, 882 - Cambuí"
4892,Henrique Amorim Melo,176,"Rua Barão de Itapura, 518 - Guanabara"
4893,Larissa Matos Lopes,204,"Avenida Albino José Barbosa de Oliveira, 417 - Barão Geraldo"
4894,Giovanna Santana Soares,190,"Avenida Francisco Glicério, 1996 - Centro"
4895,Henrique Braz dos Santos,150,"Avenida Heitor Penteado, 1996 - Taquaral"
4896,Miguel Franco Pinto,157,"Avenida Albino José Barbosa de Oliveira, 1026 - Barão Geraldo"
4897,André Matos Silva,172,"Avenida Francisco Glicério, 1330 - Centro"
4898,Mariana Paschoalino Amaral,187,"Avenida Albino José Barbosa de Oliveira, 873 - Barão Geraldo"
4899,Pedro Paschoalino Mengue,155,"Avenida Andrade Neves, 2397 - Castelo"
4900,Matheus de Almeida Domingues,171,"Avenida Brasil, 1837 - Guanabara"
4901,Sofia Matos Rodrigues,174,"Rua Marechal Deodoro, 237 - Vila Itapura"
4902,Pedro Nascimento Mendes,167,"Avenida Andrade Neves, 686 - Castelo"
4903,Clara Amorim Castilho,166,"Avenida Albino José Barbosa de Oliveira, 117 - Barão Geraldo"
4904,Clara Gomes Mengue,161,"Avenida Anchieta, 62 - Centro"
4905,Vitória Queiroz Lopes,155,"Rua Barão de Itapura, 2314 - Guanabara"
4906,Matheus Cristine Campos,175,"Rua Marechal Deodoro, 316 - Vila Itapura"
4907,Vitória Nascimento Sanches,176,"Rua Coronel Quirino, 212 - Cambuí"
4908,Vinícius da Silva Pereira,157,"Rua Marechal Deodoro, 1453 - Vila Itapura"
4909,Erik Matos Mengue,168,"Avenida Alberto Sarmento, 541 - Castelo"
4910,Daniel Fernandes Campos,191,"Rua Sampaio Ferraz, 95 - Cambuí"
4911,Felipe Fernandes Mengue,150,"Avenida Anchieta, 710 - Centro"
4912,Gabriel Paschoalino Lima,178,"Avenida Andrade Neves, 610 - Castelo"
4913,Giovanna Queiroz Rodrigues,194,"Rua Maria Monteiro, 920 - Cambuí"
4914,João de Oliveira Amancio,198,"Rua Sampaio Ferraz, 560 - Cambuí"
4915,Vitória Franco Castilho,184,"Rua Barão de Itapura, 2809 - Guanabara"
4916,Guilherme Matos Trindade,189,"Avenida Brasil, 299 - Guanabara"
4917,Gabriel Alves Campos,163,"Rua Barão de Itapura, 1165 - Guanabara"
4918,Beatriz Bellini Ribeiro,184,"Avenida Heitor Penteado, 668 - Taquaral"
4919,Rafael Matos Amaral,197,"Rua Marechal Deodoro, 1024 - Vila Itapura"
4920,Felipe Paschoalino dos Santos,194,"Avenida Heitor Penteado, 2349 - Taquaral"
4921,Vitória Amorim Pereira,169,"Avenida Albino José Barbosa de Oliveira, 1802 - Barão Geraldo"
4922,Daniel Bellini Dias,198,"Rua Sampaio Ferraz, 186 - Cambuí"
4923,Samuel Alves Mendonça,162,"Rua Maria Monteiro, 541 - Cambuí"
4924,Sofia de Oliveira Soares,187,"Avenida Brasil, 1725 - Guanabara"
4925,Yasmin Ferreira Soares,198,"Avenida Albino José Barbosa de Oliveira, 1948 - Barão Geraldo"
4926,Matheus Franco Dias,195,"Avenida Alberto Sarmento, 378 - Castelo"
4927,Erik Vieira Dias,198,"Rua Marechal Deodoro, 878 - Vila Itapura"
4928,Eduardo Vieira Silva,157,"Avenida Brasil, 1236 - Guanabara"
4929,Giovanna Ferreira Barbosa,192,"Rua Barão de Itapura, 474 - Guanabara"
4930,Gabriel Martins Araujo,169,"Rua Marechal Deodoro, 423 - Vila Itapura"
4931,Thiago Bellini dos Santos,182,"Rua Barão de Itapura, 2862 - Guanabara"
4932,Matheus Paschoalino Rodrigues,175,"Rua Doutor Delfino Cintra, 820 - Vila Itapura"
4933,Matheus Gomes Amaral,188,"Avenida Anchieta, 583 - Centro"
4934,Giovanna Queiroz Mendes,170,"Avenida Brasil, 1907 - Guanabara"
4935,Miguel Paschoalino Domingues,202,"Avenida Andrade Neves, 2379 - Castelo"
4936,Mariana Queiroz Castilho,198,"Avenida Andrade Neves, 2732 - Castelo"
4937,Beatriz Braz Domingues,191,"Avenida Alberto Sarmento, 557 - Castelo"
4938,Maria Bellini Senzaki,192,"Rua Sampaio Ferraz, 373 - Cambuí"
4939,Matheus Martins Lopes,203,"Avenida Francisco Glicério, 1069 - Centro"
4940,Pedro da Silva Machado,190,"Rua Marechal Deodoro, 1718 - Vila Itapura"
4941,Larissa de Medeiros Araujo,158,"Rua Barão de Itapura, 560 - Guanabara"
4942,Gabriel de Medeiros Melo,173,"Rua Paula Bueno, 190 - Taquaral"
4943,Maria Gomes Lopes,186,"Avenida Albino José Barbosa de Oliveira, 735 - Barão Geraldo"
4944,Henrique Paschoalino Pereira,198,"Avenida Albino José Barbosa de Oliveira, 2771 - Barão Geraldo"
4945,Felipe Braz Amancio,190,"Rua Marechal Deodoro, 782 - Vila Itapura"
4946,Victor Paschoalino Araujo,166,"Avenida Andrade Neves, 1460 - Castelo"
4947,Gabriel Matos Domingues,173,"Rua Coronel Quirino, 1289 - Cambuí"
4948,Clara Santana dos Santos,170,"Rua Doutor Delfino Cintra, 196 - Vila Itapura"
4949,Erik Braz Camargo,200,"Avenida Heitor Penteado, 2487 - Taquaral"
4950,Clara Amorim Castilho,188,"Avenida Albino José Barbosa de Oliveira, 3430 - Barão Geraldo"
4951,Daniel Paschoalino Ribeiro,204,"Rua Barão de Itapura, 1671 - Guanabara"
